"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"06081","1","927","75","0","2023","A","",1,20,3083239,0,0,2940,152888,"",3.74,0.40,0.18,0.00,0.00,0.44,0.44,"",0,0.0,13,185.7,1879313,156.1,0,0.0,0,0.0,-253,-7.9,-13171,-7.9
"06081","1","9271","76","0","2023","A","",1,20,3083239,0,0,2940,152888,"",3.74,0.40,0.18,0.00,0.00,0.44,0.44,"",0,0.0,13,185.7,1879313,156.1,0,0.0,0,0.0,-253,-7.9,-13171,-7.9
"06081","1","92711","77","0","2023","A","",1,20,3083239,0,0,2940,152888,"",3.74,0.40,0.18,0.00,0.00,0.44,0.44,"",0,0.0,13,185.7,1879313,156.1,0,0.0,0,0.0,-253,-7.9,-13171,-7.9
"06081","1","927110","78","0","2023","A","",1,20,3083239,0,0,2940,152888,"",3.74,0.40,0.18,0.00,0.00,0.44,0.44,"",0,0.0,13,185.7,1879313,156.1,0,0.0,0,0.0,-253,-7.9,-13171,-7.9
"06081","1","928","75","0","2023","A","",1,14,2019782,0,0,2694,140100,"",0.16,0.01,0.01,0.00,0.00,0.57,0.57,"",-1,-50.0,3,27.3,347425,20.8,0,0.0,0,0.0,-165,-5.8,-8554,-5.8
"06081","1","9281","76","0","2023","A","",1,14,2019782,0,0,2694,140100,"",0.16,0.01,0.01,0.00,0.00,0.57,0.57,"",-1,-50.0,3,27.3,347425,20.8,0,0.0,0,0.0,-165,-5.8,-8554,-5.8
"06081","1","92811","77","0","2023","A","",1,14,2019782,0,0,2694,140100,"",0.21,0.01,0.01,0.00,0.00,0.58,0.58,"",0,0.0,4,40.0,531136,35.7,0,0.0,0,0.0,-76,-2.7,-3963,-2.8
"06081","1","928110","78","0","2023","A","",1,14,2019782,0,0,2694,140100,"",0.21,0.01,0.01,0.00,0.00,0.58,0.58,"",0,0.0,4,40.0,531136,35.7,0,0.0,0,0.0,-76,-2.7,-3963,-2.8
"06081","1","92812","77","0","2023","A","",0,0,0,0,0,0,0,"",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"",-1,-100.0,-1,-100.0,-183711,-100.0,0,0.0,0,0.0,-3854,-100.0,-200412,-100.0
"06081","1","928120","78","0","2023","A","",0,0,0,0,0,0,0,"",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"",-1,-100.0,-1,-100.0,-183711,-100.0,0,0.0,0,0.0,-3854,-100.0,-200412,-100.0
"06081","2","10","71","0","2023","A","",17,343,21668604,0,0,1216,63251,"",0.09,0.03,0.01,0.00,0.00,0.34,0.34,"",0,0.0,-1,-0.3,166344,0.8,0,0.0,0,0.0,15,1.2,775,1.2
"06081","2","102","72","0","2023","A","",17,343,21668604,0,0,1216,63251,"",0.10,0.03,0.01,0.00,0.00,0.34,0.34,"",0,0.0,-1,-0.3,166344,0.8,0,0.0,0,0.0,15,1.2,775,1.2
"06081","2","1028","73","0","2023","A","",17,343,21668604,0,0,1216,63251,"",0.13,0.07,0.02,0.00,0.00,0.34,0.34,"",0,0.0,-1,-0.3,166344,0.8,0,0.0,0,0.0,15,1.2,775,1.2
"06081","2","92","74","0","2023","A","",17,343,21668604,0,0,1216,63251,"",0.13,0.07,0.02,0.00,0.00,0.34,0.34,"",0,0.0,-1,-0.3,166344,0.8,0,0.0,0,0.0,15,1.2,775,1.2
"06081","2","921","75","0","2023","A","",1,24,2054522,0,0,1618,84144,"",0.06,0.04,0.02,0.00,0.00,0.42,0.42,"",0,0.0,-1,-4.0,-4991,-0.2,0,0.0,0,0.0,12,0.7,650,0.8
"06081","2","9211","76","0","2023","A","",1,24,2054522,0,0,1618,84144,"",0.06,0.04,0.02,0.00,0.00,0.42,0.42,"",0,0.0,-1,-4.0,-4991,-0.2,0,0.0,0,0.0,12,0.7,650,0.8
"06081","2","92113","77","0","2023","A","",1,24,2054522,0,0,1618,84144,"",0.16,0.09,0.04,0.00,0.00,0.42,0.42,"",0,0.0,-1,-4.0,-4991,-0.2,0,0.0,0,0.0,12,0.7,650,0.8
"06081","2","921130","78","0","2023","A","",1,24,2054522,0,0,1618,84144,"",0.16,0.09,0.04,0.00,0.00,0.42,0.42,"",0,0.0,-1,-4.0,-4991,-0.2,0,0.0,0,0.0,12,0.7,650,0.8
"06081","2","922","75","0","2023","A","",3,97,6621920,0,0,1307,67975,"",0.08,0.05,0.02,0.00,0.00,0.35,0.35,"",0,0.0,4,4.3,5577,0.1,0,0.0,0,0.0,-66,-4.8,-3424,-4.8
"06081","2","9221","76","0","2023","A","",3,97,6621920,0,0,1307,67975,"",0.08,0.05,0.02,0.00,0.00,0.35,0.35,"",0,0.0,4,4.3,5577,0.1,0,0.0,0,0.0,-66,-4.8,-3424,-4.8
"06081","2","92212","77","0","2023","A","",2,89,5487269,0,0,1190,61886,"",0.31,0.32,0.08,0.00,0.00,0.27,0.27,"",0,0.0,5,6.0,-64294,-1.2,0,0.0,0,0.0,-86,-6.7,-4467,-6.7
"06081","2","922120","78","0","2023","A","",2,89,5487269,0,0,1190,61886,"",0.31,0.32,0.08,0.00,0.00,0.27,0.27,"",0,0.0,5,6.0,-64294,-1.2,0,0.0,0,0.0,-86,-6.7,-4467,-6.7
"06081","2","92215","77","0","2023","A","",1,9,1134651,0,0,2494,129674,"",0.41,0.16,0.12,0.00,0.00,0.78,0.78,"",0,0.0,0,0.0,69871,6.6,0,0.0,0,0.0,219,9.6,11365,9.6
"06081","2","922150","78","0","2023","A","",1,9,1134651,0,0,2494,129674,"",0.41,0.16,0.12,0.00,0.00,0.78,0.78,"",0,0.0,0,0.0,69871,6.6,0,0.0,0,0.0,219,9.6,11365,9.6
"06081","2","923","75","0","2023","A","",4,58,5544953,0,0,1854,96434,"",0.14,0.05,0.03,0.00,0.00,0.56,0.55,"",0,0.0,-2,-3.3,430832,8.4,0,0.0,0,0.0,201,12.2,10482,12.2
"06081","2","9231","76","0","2023","A","",4,58,5544953,0,0,1854,96434,"",0.14,0.05,0.03,0.00,0.00,0.56,0.55,"",0,0.0,-2,-3.3,430832,8.4,0,0.0,0,0.0,201,12.2,10482,12.2
"06081","2","92313","77","0","2023","A","",4,58,5544953,0,0,1854,96434,"",0.28,0.10,0.05,0.00,0.00,0.58,0.58,"",0,0.0,-2,-3.3,430832,8.4,0,0.0,0,0.0,201,12.2,10482,12.2
"06081","2","923130","78","0","2023","A","",4,58,5544953,0,0,1854,96434,"",0.28,0.10,0.05,0.00,0.00,0.58,0.58,"",0,0.0,-2,-3.3,430832,8.4,0,0.0,0,0.0,201,12.2,10482,12.2
"06081","2","924","75","0","2023","A","",2,56,2677480,0,0,926,48171,"",0.11,0.14,0.04,0.00,0.00,0.28,0.28,"",0,0.0,1,1.8,5502,0.2,0,0.0,0,0.0,-7,-0.8,-337,-0.7
"06081","2","9241","76","0","2023","A","",2,56,2677480,0,0,926,48171,"",0.11,0.14,0.04,0.00,0.00,0.28,0.28,"",0,0.0,1,1.8,5502,0.2,0,0.0,0,0.0,-7,-0.8,-337,-0.7
"06081","2","92412","77","0","2023","A","",2,56,2677480,0,0,926,48171,"",0.14,0.19,0.06,0.00,0.00,0.31,0.31,"",0,0.0,1,1.8,5502,0.2,0,0.0,0,0.0,-7,-0.8,-337,-0.7
"06081","2","924120","78","0","2023","A","",2,56,2677480,0,0,926,48171,"",0.14,0.19,0.06,0.00,0.00,0.31,0.31,"",0,0.0,1,1.8,5502,0.2,0,0.0,0,0.0,-7,-0.8,-337,-0.7
"06081","2","926","75","0","2023","A","",7,108,4769729,0,0,852,44301,"",0.25,0.13,0.03,0.00,0.00,0.24,0.24,"",0,0.0,-4,-3.6,-270576,-5.4,0,0.0,0,0.0,-12,-1.4,-601,-1.3
"06081","2","9261","76","0","2023","A","",7,108,4769729,0,0,852,44301,"",0.25,0.13,0.03,0.00,0.00,0.24,0.24,"",0,0.0,-4,-3.6,-270576,-5.4,0,0.0,0,0.0,-12,-1.4,-601,-1.3
"06081","2","92612","77","0","2023","A","",4,96,3317651,0,0,665,34589,"",0.39,0.19,0.04,0.00,0.00,0.18,0.18,"",0,0.0,-4,-4.0,-386113,-10.4,0,0.0,0,0.0,-44,-6.2,-2295,-6.2
"06081","2","926120","78","0","2023","A","",4,96,3317651,0,0,665,34589,"",0.39,0.19,0.04,0.00,0.00,0.18,0.18,"",0,0.0,-4,-4.0,-386113,-10.4,0,0.0,0,0.0,-44,-6.2,-2295,-6.2
"06081","2","92615","77","0","2023","A","",3,12,1452078,0,0,2377,123581,"",0.45,0.08,0.06,0.00,0.00,0.69,0.69,"",0,0.0,0,0.0,115537,8.6,0,0.0,0,0.0,205,9.4,10634,9.4
"06081","2","926150","78","0","2023","A","",3,12,1452078,0,0,2377,123581,"",0.45,0.08,0.06,0.00,0.00,0.69,0.69,"",0,0.0,0,0.0,115537,8.6,0,0.0,0,0.0,205,9.4,10634,9.4
"06081","3","10","71","0","2023","A","",309,26752,2696587250,7747726,179577,1938,100800,"",0.71,0.68,0.45,0.16,0.37,0.66,0.66,"",0,0.0,642,2.5,119564130,4.6,576060,8.0,3237,1.8,40,2.1,2100,2.1
"06081","3","101","72","0","2023","A","",5,160,16811881,0,0,2027,105404,"",0.45,0.54,0.37,0.00,0.00,0.69,0.69,"",0,0.0,22,15.9,2077454,14.1,0,0.0,0,0.0,-30,-1.5,-1561,-1.5
"06081","3","1012","73","0","2023","A","",5,160,16811881,0,0,2027,105404,"",0.46,0.55,0.38,0.00,0.00,0.69,0.69,"",0,0.0,22,15.9,2077454,14.1,0,0.0,0,0.0,-30,-1.5,-1561,-1.5
"06081","3","102","72","0","2023","A","",304,26592,2679775369,7747726,179577,1938,100772,"",0.71,0.68,0.45,0.16,0.37,0.66,0.66,"",0,0.0,620,2.4,117486676,4.6,576060,8.0,3237,1.8,41,2.2,2116,2.1
"06081","3","1021","73","0","2023","A","",21,1090,111040616,749697,11866,1960,101895,"",0.68,0.71,0.37,0.30,0.41,0.52,0.52,"",0,0.0,10,0.9,7133818,6.9,33903,4.7,328,2.8,110,5.9,5678,5.9
"06081","3","1022","73","0","2023","A","",7,554,30326479,0,0,1053,54757,"",0.54,1.64,0.90,0.00,0.00,0.55,0.55,"",0,0.0,37,7.2,2012241,7.1,0,0.0,0,0.0,-1,-0.1,-36,-0.1
"06081","3","1023","73","0","2023","A","",3,333,34892623,2721944,54118,2015,104783,"",0.62,2.62,1.67,3.35,3.83,0.64,0.64,"",0,0.0,34,11.4,4744809,15.7,247675,10.0,-4747,-8.1,74,3.8,3870,3.8
"06081","3","1024","73","0","2023","A","",3,384,46736964,0,0,2342,121764,"",0.25,1.46,1.16,0.00,0.00,0.79,0.79,"",0,0.0,71,22.7,7947338,20.5,0,0.0,0,0.0,-43,-1.8,-2264,-1.8
"06081","3","1025","73","0","2023","A","",197,14646,1273024380,1374797,26143,1672,86922,"",1.05,0.61,0.37,0.07,0.21,0.60,0.60,"",1,0.5,373,2.6,78534467,6.6,46008,3.5,-1366,-5.0,63,3.9,3232,3.9
