"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"06085","1","9281","76","0","2023","A","",6,706,83173882,0,0,2264,117741,"",0.36,0.16,0.08,0.00,0.00,0.48,0.47,"",0,0.0,-17,-2.4,4671369,6.0,0,0.0,0,0.0,176,8.4,9175,8.5
"06085","1","92811","77","0","2023","A","",4,574,67963144,0,0,2276,118334,"",0.32,0.14,0.07,0.00,0.00,0.49,0.48,"",0,0.0,-24,-4.0,3098295,4.8,0,0.0,0,0.0,190,9.1,9879,9.1
"06085","1","928110","78","0","2023","A","",4,574,67963144,0,0,2276,118334,"",0.32,0.14,0.07,0.00,0.00,0.49,0.48,"",0,0.0,-24,-4.0,3098295,4.8,0,0.0,0,0.0,190,9.1,9879,9.1
"06085","1","92812","77","0","2023","A","",2,132,15210738,0,0,2215,115160,"",0.46,0.43,0.17,0.00,0.00,0.39,0.38,"",0,0.0,7,5.6,1573074,11.5,0,0.0,0,0.0,117,5.6,6059,5.6
"06085","1","928120","78","0","2023","A","",2,132,15210738,0,0,2215,115160,"",0.46,0.43,0.17,0.00,0.00,0.39,0.38,"",0,0.0,7,5.6,1573074,11.5,0,0.0,0,0.0,117,5.6,6059,5.6
"06085","2","10","71","0","2023","A","",202,6514,507932260,0,0,1499,77972,"",0.42,0.19,0.08,0.00,0.00,0.42,0.42,"",-18,-8.2,-84,-1.3,3237314,0.6,0,0.0,0,0.0,28,1.9,1475,1.9
"06085","2","102","72","0","2023","A","",202,6514,507932260,0,0,1499,77972,"",0.43,0.19,0.08,0.00,0.00,0.42,0.42,"",-18,-8.2,-84,-1.3,3237314,0.6,0,0.0,0,0.0,28,1.9,1475,1.9
"06085","2","1024","73","0","2023","A","",2,140,10188656,0,0,1401,72863,"",0.25,0.52,0.19,0.00,0.00,0.37,0.37,"",0,0.0,-73,-34.3,-3224852,-24.0,0,0.0,0,0.0,187,15.4,9741,15.4
"06085","2","1025","73","0","2023","A","",153,4992,390285628,0,0,1504,78186,"",1.52,0.26,0.11,0.00,0.00,0.42,0.42,"",-18,-10.5,-12,-0.2,8109342,2.1,0,0.0,0,0.0,35,2.4,1812,2.4
"06085","2","1028","73","0","2023","A","",47,1383,107457976,0,0,1495,77718,"",0.14,0.11,0.04,0.00,0.00,0.42,0.42,"",0,0.0,2,0.1,-1647176,-1.5,0,0.0,0,0.0,-24,-1.6,-1282,-1.6
"06085","2","56","74","0","2023","A","",2,140,10188656,0,0,1401,72863,"",0.56,1.83,0.85,0.00,0.00,0.46,0.46,"",0,0.0,-73,-34.3,-3224852,-24.0,0,0.0,0,0.0,187,15.4,9741,15.4
"06085","2","561","75","0","2023","A","",2,140,10188656,0,0,1401,72863,"",0.57,1.90,0.88,0.00,0.00,0.47,0.47,"",0,0.0,-73,-34.3,-3224852,-24.0,0,0.0,0,0.0,187,15.4,9741,15.4
"06085","2","5613","76","0","2023","A","",2,140,10188656,0,0,1401,72863,"",0.77,5.25,2.63,0.00,0.00,0.50,0.50,"",0,0.0,-73,-34.3,-3224852,-24.0,0,0.0,0,0.0,187,15.4,9741,15.4
"06085","2","56131","77","0","2023","A","",2,140,10188656,0,0,1401,72863,"",0.77,5.28,2.64,0.00,0.00,0.50,0.50,"",0,0.0,-73,-34.3,-3224852,-24.0,0,0.0,0,0.0,187,15.4,9741,15.4
"06085","2","561311","78","0","2023","A","",2,140,10188656,0,0,1401,72863,"",0.77,5.28,2.64,0.00,0.00,0.50,0.50,"",0,0.0,-73,-34.3,-3224852,-24.0,0,0.0,0,0.0,187,15.4,9741,15.4
"06085","2","61","74","0","2023","A","",153,4992,390285628,0,0,1504,78186,"",2.76,0.34,0.15,0.00,0.00,0.43,0.43,"",-18,-10.5,-12,-0.2,8109342,2.1,0,0.0,0,0.0,35,2.4,1812,2.4
"06085","2","611","75","0","2023","A","",153,4992,390285628,0,0,1504,78186,"",2.76,0.34,0.15,0.00,0.00,0.43,0.43,"",-18,-10.5,-12,-0.2,8109342,2.1,0,0.0,0,0.0,35,2.4,1812,2.4
"06085","2","6113","76","0","2023","A","",153,4992,390285628,0,0,1504,78186,"",3.73,0.40,0.16,0.00,0.00,0.41,0.41,"",-18,-10.5,-12,-0.2,8109342,2.1,0,0.0,0,0.0,35,2.4,1812,2.4
"06085","2","61131","77","0","2023","A","",153,4992,390285628,0,0,1504,78186,"",3.73,0.40,0.16,0.00,0.00,0.41,0.41,"",-18,-10.5,-12,-0.2,8109342,2.1,0,0.0,0,0.0,35,2.4,1812,2.4
"06085","2","611310","78","0","2023","A","",153,4992,390285628,0,0,1504,78186,"",3.73,0.40,0.16,0.00,0.00,0.41,0.41,"",-18,-10.5,-12,-0.2,8109342,2.1,0,0.0,0,0.0,35,2.4,1812,2.4
"06085","2","92","74","0","2023","A","",47,1383,107457976,0,0,1495,77718,"",0.14,0.11,0.04,0.00,0.00,0.42,0.42,"",0,0.0,2,0.1,-1647176,-1.5,0,0.0,0,0.0,-24,-1.6,-1282,-1.6
"06085","2","921","75","0","2023","A","",6,240,27992630,0,0,2239,116434,"",0.14,0.14,0.08,0.00,0.00,0.58,0.58,"",0,0.0,-6,-2.4,-234137,-0.8,0,0.0,0,0.0,35,1.6,1846,1.6
"06085","2","9211","76","0","2023","A","",6,240,27992630,0,0,2239,116434,"",0.14,0.14,0.08,0.00,0.00,0.58,0.58,"",0,0.0,-6,-2.4,-234137,-0.8,0,0.0,0,0.0,35,1.6,1846,1.6
"06085","2","92113","77","0","2023","A","",4,237,27808119,0,0,2259,117458,"",0.25,0.33,0.19,0.00,0.00,0.58,0.58,"",0,0.0,-1,-0.4,116017,0.4,0,0.0,0,0.0,20,0.9,1023,0.9
"06085","2","921130","78","0","2023","A","",4,237,27808119,0,0,2259,117458,"",0.25,0.33,0.19,0.00,0.00,0.58,0.58,"",0,0.0,-1,-0.4,116017,0.4,0,0.0,0,0.0,20,0.9,1023,0.9
"06085","2","92119","77","0","2023","A","",2,4,184511,0,0,968,50321,"",0.11,0.01,0.00,0.00,0.00,0.24,0.24,"",0,0.0,-5,-55.6,-350154,-65.5,0,0.0,0,0.0,-242,-20.0,-12581,-20.0
"06085","2","921190","78","0","2023","A","",2,4,184511,0,0,968,50321,"",0.11,0.01,0.00,0.00,0.00,0.24,0.24,"",0,0.0,-5,-55.6,-350154,-65.5,0,0.0,0,0.0,-242,-20.0,-12581,-20.0
"06085","2","922","75","0","2023","A","",8,229,18546536,0,0,1556,80901,"",0.08,0.05,0.02,0.00,0.00,0.42,0.42,"",0,0.0,6,2.7,880803,5.0,0,0.0,0,0.0,31,2.0,1594,2.0
"06085","2","9221","76","0","2023","A","",8,229,18546536,0,0,1556,80901,"",0.08,0.05,0.02,0.00,0.00,0.42,0.42,"",0,0.0,6,2.7,880803,5.0,0,0.0,0,0.0,31,2.0,1594,2.0
"06085","2","92212","77","0","2023","A","",6,207,15261789,0,0,1416,73610,"",0.36,0.28,0.09,0.00,0.00,0.32,0.32,"",0,0.0,7,3.5,471615,3.2,0,0.0,0,0.0,-9,-0.6,-495,-0.7
"06085","2","922120","78","0","2023","A","",6,207,15261789,0,0,1416,73610,"",0.36,0.28,0.09,0.00,0.00,0.32,0.32,"",0,0.0,7,3.5,471615,3.2,0,0.0,0,0.0,-9,-0.6,-495,-0.7
"06085","2","92215","77","0","2023","A","",2,22,3284747,0,0,2882,149874,"",0.32,0.15,0.14,0.00,0.00,0.90,0.90,"",0,0.0,-1,-4.3,409188,14.2,0,0.0,0,0.0,495,20.7,25749,20.7
"06085","2","922150","78","0","2023","A","",2,22,3284747,0,0,2882,149874,"",0.32,0.15,0.14,0.00,0.00,0.90,0.90,"",0,0.0,-1,-4.3,409188,14.2,0,0.0,0,0.0,495,20.7,25749,20.7
"06085","2","923","75","0","2023","A","",7,183,15307171,0,0,1609,83646,"",0.09,0.06,0.03,0.00,0.00,0.48,0.48,"",0,0.0,-4,-2.1,-844926,-5.2,0,0.0,0,0.0,-53,-3.2,-2767,-3.2
"06085","2","9231","76","0","2023","A","",7,183,15307171,0,0,1609,83646,"",0.09,0.06,0.03,0.00,0.00,0.48,0.48,"",0,0.0,-4,-2.1,-844926,-5.2,0,0.0,0,0.0,-53,-3.2,-2767,-3.2
"06085","2","92313","77","0","2023","A","",7,183,15307171,0,0,1609,83646,"",0.19,0.11,0.06,0.00,0.00,0.50,0.50,"",0,0.0,-4,-2.1,-844926,-5.2,0,0.0,0,0.0,-53,-3.2,-2767,-3.2
"06085","2","923130","78","0","2023","A","",7,183,15307171,0,0,1609,83646,"",0.19,0.11,0.06,0.00,0.00,0.50,0.50,"",0,0.0,-4,-2.1,-844926,-5.2,0,0.0,0,0.0,-53,-3.2,-2767,-3.2
"06085","2","924","75","0","2023","A","",2,331,19704202,0,0,1144,59484,"",0.04,0.30,0.10,0.00,0.00,0.35,0.35,"",0,0.0,18,5.8,1665894,9.2,0,0.0,0,0.0,36,3.2,1869,3.2
"06085","2","9241","76","0","2023","A","",2,331,19704202,0,0,1144,59484,"",0.04,0.30,0.10,0.00,0.00,0.35,0.35,"",0,0.0,18,5.8,1665894,9.2,0,0.0,0,0.0,36,3.2,1869,3.2
"06085","2","92412","77","0","2023","A","",2,331,19704202,0,0,1144,59484,"",0.05,0.42,0.16,0.00,0.00,0.39,0.39,"",0,0.0,18,5.8,1665894,9.2,0,0.0,0,0.0,36,3.2,1869,3.2
"06085","2","924120","78","0","2023","A","",2,331,19704202,0,0,1144,59484,"",0.05,0.42,0.16,0.00,0.00,0.39,0.39,"",0,0.0,18,5.8,1665894,9.2,0,0.0,0,0.0,36,3.2,1869,3.2
"06085","2","926","75","0","2023","A","",24,399,25907437,0,0,1249,64972,"",0.33,0.18,0.06,0.00,0.00,0.35,0.35,"",0,0.0,-13,-3.2,-3114810,-10.7,0,0.0,0,0.0,-106,-7.8,-5470,-7.8
"06085","2","9261","76","0","2023","A","",24,399,25907437,0,0,1249,64972,"",0.33,0.18,0.06,0.00,0.00,0.35,0.35,"",0,0.0,-13,-3.2,-3114810,-10.7,0,0.0,0,0.0,-106,-7.8,-5470,-7.8
