UNITID,EFCSTATE,LINE,XEFRES01,EFRES01,XEFRES02,EFRES02 
199184, 2,  2,"R",1,"R",1
199184, 6,  6,"R",6,"R",4
199184, 8,  8,"R",1,"R",1
199184, 9,  9,"R",1,"R",1
199184,11, 11,"R",1,"R",1
199184,12, 12,"R",9,"R",8
199184,13, 13,"R",6,"R",5
199184,16, 16,"R",1,"R",1
199184,18, 18,"R",1,"R",1
199184,20, 20,"R",1,"Z",0
199184,21, 21,"R",1,"R",1
199184,22, 22,"R",1,"R",1
199184,23, 23,"R",1,"R",1
199184,24, 24,"R",5,"R",3
199184,26, 26,"R",1,"R",1
199184,32, 32,"R",1,"Z",0
199184,34, 34,"R",3,"R",2
199184,35, 35,"R",1,"R",1
199184,36, 36,"R",4,"R",4
199184,37, 37,"R",122,"R",88
199184,39, 39,"R",2,"Z",0
199184,41, 41,"R",2,"R",1
199184,42, 42,"R",2,"R",1
199184,45, 45,"R",7,"R",7
199184,47, 47,"R",4,"R",4
199184,48, 48,"R",9,"R",7
199184,49, 49,"R",1,"R",1
199184,51, 51,"R",14,"R",11
199184,53, 53,"R",3,"R",1
199184,57, 57,"R",3,"R",2
199184,58,999,"R",215,"R",160
199184,90, 90,"R",6,"R",2
199184,99, 99,"R",221,"R",162
199193, 1,  1,"R",4,"R",4
199193, 4,  4,"R",6,"R",5
199193, 6,  6,"R",12,"R",11
199193, 8,  8,"R",13,"R",13
199193, 9,  9,"R",22,"R",21
199193,10, 10,"R",7,"R",7
199193,11, 11,"R",3,"R",3
199193,12, 12,"R",39,"R",35
199193,13, 13,"R",28,"R",26
199193,15, 15,"R",1,"R",1
199193,17, 17,"R",23,"R",23
199193,18, 18,"R",4,"R",4
199193,19, 19,"R",1,"Z",0
199193,20, 20,"R",4,"R",4
199193,21, 21,"R",5,"R",5
199193,22, 22,"R",4,"R",4
199193,23, 23,"R",5,"R",5
199193,24, 24,"R",51,"R",51
199193,25, 25,"R",47,"R",45
199193,26, 26,"R",8,"R",8
199193,27, 27,"R",12,"R",12
199193,28, 28,"R",1,"R",1
199193,29, 29,"R",3,"R",3
199193,30, 30,"R",1,"Z",0
199193,31, 31,"R",1,"Z",0
199193,32, 32,"R",2,"R",2
199193,33, 33,"R",14,"R",14
199193,34, 34,"R",50,"R",50
199193,36, 36,"R",66,"R",63
199193,37, 37,"R",4883,"R",4685
199193,39, 39,"R",15,"R",14
199193,40, 40,"R",1,"R",1
199193,41, 41,"R",3,"R",3
199193,42, 42,"R",64,"R",61
199193,44, 44,"R",2,"R",2
199193,45, 45,"R",36,"R",35
199193,47, 47,"R",13,"R",13
199193,48, 48,"R",19,"R",18
199193,50, 50,"R",6,"R",6
199193,51, 51,"R",110,"R",110
199193,53, 53,"R",7,"R",7
199193,54, 54,"R",2,"R",2
199193,55, 55,"R",5,"R",5
199193,57, 57,"R",23,"R",14
199193,58,999,"R",5626,"R",5396
199193,72, 72,"R",3,"R",3
199193,89,999,"R",3,"R",3
199193,90, 90,"R",99,"R",13
199193,99, 99,"R",5728,"R",5412
199218, 4,  4,"R",1,"R",1
199218, 6,  6,"R",7,"R",6
199218, 8,  8,"R",5,"R",5
199218, 9,  9,"R",34,"R",34
199218,10, 10,"R",9,"R",9
199218,11, 11,"R",1,"R",1
199218,12, 12,"R",4,"R",4
199218,13, 13,"R",11,"R",11
199218,16, 16,"R",1,"R",1
199218,17, 17,"R",9,"R",8
199218,18, 18,"R",3,"R",3
199218,19, 19,"R",1,"R",1
199218,21, 21,"R",2,"R",1
199218,23, 23,"R",6,"R",6
199218,24, 24,"R",102,"R",102
199218,25, 25,"R",43,"R",43
199218,26, 26,"R",3,"R",3
199218,27, 27,"R",6,"R",6
199218,29, 29,"R",3,"R",3
199218,33, 33,"R",9,"R",9
199218,34, 34,"R",71,"R",71
199218,35, 35,"R",1,"R",1
199218,36, 36,"R",40,"R",39
199218,37, 37,"R",2071,"R",2018
199218,39, 39,"R",15,"R",15
199218,42, 42,"R",64,"R",61
199218,45, 45,"R",8,"R",8
199218,47, 47,"R",7,"R",7
199218,48, 48,"R",13,"R",12
199218,50, 50,"R",4,"R",4
199218,51, 51,"R",102,"R",102
199218,53, 53,"R",1,"R",1
199218,54, 54,"R",6,"R",6
199218,55, 55,"R",1,"R",1
199218,57, 57,"R",22,"R",22
199218,58,999,"R",2686,"R",2625
199218,66, 66,"R",1,"R",1
199218,78, 78,"R",3,"R",3
199218,89,999,"R",4,"R",4
199218,90, 90,"R",11,"R",7
199218,99, 99,"R",2701,"R",2636
199272, 6,  6,"R",1,"R",1
199272, 9,  9,"R",1,"R",1
199272,10, 10,"R",1,"R",1
199272,12, 12,"R",6,"R",5
199272,13, 13,"R",4,"R",4
199272,24, 24,"R",2,"R",2
199272,33, 33,"R",1,"R",1
199272,36, 36,"R",2,"R",2
199272,37, 37,"R",127,"R",122
199272,42, 42,"R",1,"R",1
199272,45, 45,"R",5,"R",5
199272,48, 48,"R",2,"R",2
199272,51, 51,"R",6,"R",6
199272,58,999,"R",159,"R",153
199272,99, 99,"R",159,"R",153
199281, 1,  1,"R",1,"R",1
199281, 6,  6,"R",2,"R",2
199281, 8,  8,"R",2,"R",2
199281,10, 10,"R",1,"R",1
199281,12, 12,"R",14,"R",14
199281,13, 13,"R",7,"R",7
199281,17, 17,"R",3,"R",3
199281,23, 23,"R",2,"R",2
199281,24, 24,"R",8,"R",7
199281,34, 34,"R",1,"R",1
199281,36, 36,"R",5,"R",5
199281,37, 37,"R",742,"R",675
199281,39, 39,"R",1,"R",1
199281,42, 42,"R",4,"R",4
199281,45, 45,"R",24,"R",23
199281,47, 47,"R",1,"R",1
199281,51, 51,"R",3,"R",3
199281,54, 54,"R",1,"R",1
199281,55, 55,"R",1,"R",1
199281,57, 57,"R",34,"R",25
199281,58,999,"R",857,"R",779
199281,90, 90,"R",51,"R",21
199281,99, 99,"R",908,"R",800
199306, 6,  6,"R",1,"R",1
199306,12, 12,"R",8,"R",8
199306,13, 13,"R",6,"R",6
199306,21, 21,"R",1,"R",1
199306,22, 22,"R",2,"R",2
199306,25, 25,"R",2,"R",2
199306,34, 34,"R",4,"R",4
199306,36, 36,"R",1,"R",1
199306,37, 37,"R",153,"R",153
199306,45, 45,"R",11,"R",11
199306,47, 47,"R",2,"R",2
199306,51, 51,"R",4,"R",4
199306,58,999,"R",195,"R",195
199306,99, 99,"R",195,"R",195
199324,37, 37,"R",113,"R",50
199324,50, 50,"R",1,"R",0
199324,51, 51,"R",3,"R",2
199324,58,999,"R",117,"R",52
199324,99, 99,"R",117,"R",52
199485,12, 12,"R",1,"R",1
199485,37, 37,"R",278,"R",190
199485,51, 51,"R",5,"R",2
199485,58,999,"R",284,"R",193
199485,99, 99,"R",284,"R",193
199494,37, 37,"R",935,"R",325
199494,45, 45,"R",1,"Z",0
199494,58,999,"R",936,"R",325
199494,99, 99,"R",936,"R",325
199689,37, 37,"R",15,"R",6
199689,58,999,"R",15,"R",6
199689,99, 99,"R",15,"R",6
199740,37, 37,"R",332,"R",160
199740,51, 51,"R",1,"R",0
199740,58,999,"R",333,"R",160
199740,99, 99,"R",333,"R",160
199768,37, 37,"R",409,"R",337
199768,42, 42,"R",2,"R",2
199768,51, 51,"R",9,"R",8
199768,58,999,"R",420,"R",347
199768,99, 99,"R",420,"R",347
199795,13, 13,"R",4,"R",4
199795,36, 36,"R",1,"R",0
199795,37, 37,"R",80,"R",56
199795,47, 47,"R",1,"R",0
199795,58,999,"R",86,"R",60
199795,98, 98,"R",10,"A",
199795,99, 99,"R",96,"R",60
199838,37, 37,"R",316,"R",209
199838,58,999,"R",316,"R",209
199838,99, 99,"R",316,"R",209
199847, 1,  1,"R",11,"R",11
199847, 4,  4,"R",6,"R",6
199847, 5,  5,"R",2,"R",2
199847, 6,  6,"R",51,"R",51
199847, 8,  8,"R",11,"R",11
199847, 9,  9,"R",65,"R",65
199847,10, 10,"R",11,"R",11
199847,11, 11,"R",6,"R",6
199847,12, 12,"R",87,"R",86
199847,13, 13,"R",50,"R",50
199847,15, 15,"R",1,"R",1
199847,16, 16,"R",2,"R",2
199847,17, 17,"R",48,"R",48
199847,18, 18,"R",6,"R",6
199847,19, 19,"R",2,"R",2
199847,20, 20,"R",1,"R",1
199847,21, 21,"R",11,"R",11
199847,22, 22,"R",5,"R",5
199847,23, 23,"R",2,"R",2
199847,24, 24,"R",75,"R",75
199847,25, 25,"R",68,"R",68
199847,26, 26,"R",3,"R",3
199847,27, 27,"R",11,"R",11
199847,28, 28,"R",1,"R",1
199847,29, 29,"R",14,"R",14
199847,30, 30,"R",1,"R",1
199847,32, 32,"R",3,"R",3
199847,33, 33,"R",4,"R",4
199847,34, 34,"R",117,"R",117
199847,36, 36,"R",112,"R",112
199847,37, 37,"R",207,"R",207
199847,38, 38,"R",1,"R",1
199847,39, 39,"R",26,"R",26
199847,40, 40,"R",2,"R",2
199847,41, 41,"R",3,"R",3
199847,42, 42,"R",65,"R",65
199847,44, 44,"R",3,"R",3
199847,45, 45,"R",18,"R",18
199847,47, 47,"R",25,"R",25
199847,48, 48,"R",43,"R",43
199847,49, 49,"R",1,"R",1
199847,50, 50,"R",1,"R",1
199847,51, 51,"R",65,"R",65
199847,53, 53,"R",10,"R",10
199847,54, 54,"R",2,"R",2
199847,55, 55,"R",4,"R",4
199847,57, 57,"R",1,"R",1
199847,58,999,"R",1264,"R",1263
199847,72, 72,"R",3,"R",3
199847,89,999,"R",3,"R",3
199847,90, 90,"R",118,"R",118
199847,99, 99,"R",1385,"R",1384
199865, 1,  1,"R",2,"R",2
199865, 6,  6,"R",4,"R",3
199865, 8,  8,"R",1,"R",1
199865, 9,  9,"R",1,"R",1
199865,10, 10,"R",1,"R",1
199865,11, 11,"R",1,"R",1
199865,12, 12,"R",6,"R",5
199865,13, 13,"R",11,"R",9
199865,17, 17,"R",2,"R",1
199865,18, 18,"R",1,"R",0
199865,19, 19,"R",1,"R",1
199865,20, 20,"R",1,"R",1
199865,21, 21,"R",3,"R",1
199865,24, 24,"R",4,"R",0
199865,25, 25,"R",2,"R",1
199865,26, 26,"R",2,"R",2
199865,27, 27,"R",1,"R",1
199865,32, 32,"R",1,"R",1
199865,34, 34,"R",1,"R",1
199865,35, 35,"R",1,"R",0
199865,36, 36,"R",3,"R",3
199865,37, 37,"R",80,"R",63
199865,39, 39,"R",6,"R",4
199865,40, 40,"R",2,"R",1
199865,41, 41,"R",2,"R",1
199865,42, 42,"R",6,"R",5
199865,44, 44,"R",1,"R",0
199865,45, 45,"R",7,"R",5
199865,47, 47,"R",13,"R",10
199865,48, 48,"R",3,"R",3
199865,50, 50,"R",5,"R",2
199865,51, 51,"R",12,"R",11
199865,53, 53,"R",2,"R",1
199865,58,999,"R",189,"R",142
199865,90, 90,"R",7,"R",1
199865,99, 99,"R",196,"R",143
199926,37, 37,"R",476,"R",405
199926,51, 51,"R",1,"R",1
199926,57, 57,"R",2,"R",2
199926,58,999,"R",479,"R",408
199926,90, 90,"R",1,"R",0
199926,98, 98,"R",2,"A",
199926,99, 99,"R",482,"R",408
199999, 4,  4,"R",2,"R",2
199999, 6,  6,"R",2,"R",2
199999, 9,  9,"R",4,"R",3
199999,11, 11,"R",35,"R",33
199999,12, 12,"R",4,"R",3
199999,13, 13,"R",9,"R",9
199999,17, 17,"R",4,"R",4
199999,24, 24,"R",18,"R",17
199999,26, 26,"R",2,"R",2
199999,27, 27,"R",1,"R",1
199999,31, 31,"R",1,"R",1
199999,32, 32,"R",3,"R",3
199999,34, 34,"R",4,"R",4
199999,36, 36,"R",8,"R",8
199999,37, 37,"R",683,"R",650
199999,39, 39,"R",6,"R",6
199999,42, 42,"R",5,"R",5
199999,45, 45,"R",43,"R",41
199999,48, 48,"R",1,"R",1
199999,51, 51,"R",38,"R",36
199999,55, 55,"R",1,"R",1
199999,57, 57,"R",9,"R",8
199999,58,999,"R",883,"R",840
199999,99, 99,"R",883,"R",840
200004, 1,  1,"R",4,"R",3
200004, 5,  5,"R",1,"R",1
200004, 8,  8,"R",5,"R",5
200004, 9,  9,"R",1,"R",1
200004,10, 10,"R",1,"R",1
200004,12, 12,"R",32,"R",30
200004,13, 13,"R",89,"R",88
200004,17, 17,"R",13,"R",13
200004,18, 18,"R",2,"R",2
200004,21, 21,"R",5,"R",5
200004,22, 22,"R",1,"R",1
200004,24, 24,"R",7,"R",7
200004,25, 25,"R",2,"R",2
200004,26, 26,"R",2,"R",2
200004,27, 27,"R",4,"R",4
200004,28, 28,"R",1,"R",1
200004,29, 29,"R",1,"R",1
200004,32, 32,"R",1,"R",1
200004,33, 33,"R",2,"R",2
200004,34, 34,"R",9,"R",8
200004,35, 35,"R",1,"R",1
200004,36, 36,"R",7,"R",6
200004,37, 37,"R",1645,"R",1540
200004,39, 39,"R",7,"R",6
200004,40, 40,"R",2,"R",2
200004,41, 41,"R",1,"R",1
200004,42, 42,"R",11,"R",10
200004,45, 45,"R",156,"R",148
200004,46, 46,"R",1,"R",1
200004,47, 47,"R",15,"R",15
200004,48, 48,"R",6,"R",6
200004,51, 51,"R",14,"R",14
200004,55, 55,"R",2,"R",2
200004,57, 57,"R",49,"R",40
200004,58,999,"R",2100,"R",1970
200004,78, 78,"R",1,"R",1
200004,89,999,"R",1,"R",1
200004,90, 90,"R",2,"R",2
200004,99, 99,"R",2103,"R",1973
200013,38, 38,"R",1,"Z",0
200013,58,999,"R",1,"Z",0
200013,99, 99,"R",1,"Z",0
200022, 2,  2,"R",1,"Z",0
200022, 5,  5,"R",1,"Z",0
200022, 6,  6,"R",1,"Z",0
200022, 8,  8,"R",3,"R",2
200022,13, 13,"R",1,"Z",0
200022,16, 16,"R",1,"R",1
200022,17, 17,"R",2,"Z",0
200022,22, 22,"R",1,"Z",0
200022,27, 27,"R",10,"R",9
200022,30, 30,"R",12,"R",10
200022,31, 31,"R",2,"R",2
200022,36, 36,"R",2,"Z",0
200022,38, 38,"R",715,"R",594
200022,46, 46,"R",9,"R",9
200022,48, 48,"R",1,"R",1
200022,49, 49,"R",1,"R",1
200022,51, 51,"R",1,"R",1
200022,53, 53,"R",1,"R",1
200022,55, 55,"R",1,"R",1
200022,56, 56,"R",3,"R",3
200022,57, 57,"R",11,"R",6
200022,58,999,"R",780,"R",641
200022,99, 99,"R",780,"R",641
200059, 2,  2,"R",1,"R",1
200059, 4,  4,"R",2,"R",2
200059, 6,  6,"R",2,"R",2
200059, 8,  8,"R",2,"R",1
200059,13, 13,"R",3,"R",1
200059,16, 16,"R",1,"R",0
200059,17, 17,"R",1,"R",1
200059,27, 27,"R",2,"R",1
200059,29, 29,"R",1,"R",0
200059,30, 30,"R",52,"R",50
200059,32, 32,"R",2,"R",2
200059,38, 38,"R",109,"R",82
200059,41, 41,"R",2,"R",1
200059,46, 46,"R",12,"R",11
200059,49, 49,"R",5,"R",4
200059,50, 50,"R",1,"R",1
200059,53, 53,"R",4,"R",4
200059,55, 55,"R",1,"R",0
200059,56, 56,"R",15,"R",14
200059,58,999,"R",218,"R",178
200059,90, 90,"R",10,"R",0
200059,99, 99,"R",228,"R",178
200086,38, 38,"R",21,"R",7
200086,46, 46,"R",1,"R",0
200086,58,999,"R",22,"R",7
200086,99, 99,"R",22,"R",7
200192, 2,  2,"R",1,"R",0
200192, 4,  4,"R",1,"R",0
200192, 6,  6,"R",1,"R",0
200192, 8,  8,"R",2,"R",0
200192,12, 12,"R",2,"R",1
200192,15, 15,"R",2,"R",0
200192,24, 24,"R",1,"R",1
200192,27, 27,"R",31,"R",7
200192,30, 30,"R",3,"R",0
200192,34, 34,"R",1,"R",0
200192,38, 38,"R",135,"R",85
200192,40, 40,"R",4,"R",0
200192,46, 46,"R",4,"R",1
200192,48, 48,"R",4,"R",1
200192,49, 49,"R",1,"R",0
200192,53, 53,"R",1,"R",0
200192,55, 55,"R",2,"R",1
200192,58,999,"R",196,"R",97
200192,90, 90,"R",20,"R",0
200192,99, 99,"R",216,"R",97
200217, 2,  2,"R",3,"R",2
200217, 4,  4,"R",17,"R",17
200217, 5,  5,"R",1,"R",1
200217, 6,  6,"R",33,"R",31
200217, 8,  8,"R",19,"R",19
200217, 9,  9,"R",2,"R",2
200217,16, 16,"R",5,"R",5
200217,17, 17,"R",11,"R",11
200217,18, 18,"R",5,"R",5
200217,19, 19,"R",5,"R",4
200217,20, 20,"R",2,"R",2
200217,24, 24,"R",2,"R",2
200217,25, 25,"R",2,"R",1
200217,26, 26,"R",2,"R",0
200217,27, 27,"R",123,"R",121
200217,29, 29,"R",1,"R",1
200217,30, 30,"R",21,"R",18
200217,31, 31,"R",3,"R",3
200217,32, 32,"R",2,"R",2
200217,33, 33,"R",2,"R",2
200217,35, 35,"R",3,"R",3
200217,36, 36,"R",2,"R",2
200217,37, 37,"R",4,"R",3
200217,38, 38,"R",189,"R",179
200217,39, 39,"R",4,"R",4
200217,40, 40,"R",2,"R",2
200217,41, 41,"R",2,"R",2
200217,42, 42,"R",1,"R",1
200217,44, 44,"R",1,"R",1
200217,45, 45,"R",2,"R",2
200217,46, 46,"R",23,"R",21
200217,48, 48,"R",3,"R",3
200217,53, 53,"R",7,"R",7
200217,55, 55,"R",40,"R",38
200217,56, 56,"R",4,"R",4
200217,57, 57,"R",1,"R",1
200217,58,999,"R",549,"R",522
200217,90, 90,"R",10,"R",7
200217,99, 99,"R",559,"R",529
200253, 1,  1,"R",2,"R",2
200253, 2,  2,"R",1,"R",1
200253, 4,  4,"R",4,"R",4
200253, 6,  6,"R",21,"R",15
200253, 8,  8,"R",5,"R",5
200253,12, 12,"R",6,"R",4
200253,13, 13,"R",3,"R",3
200253,15, 15,"R",1,"R",1
200253,16, 16,"R",1,"R",1
200253,17, 17,"R",1,"R",1
200253,19, 19,"R",1,"R",1
200253,22, 22,"R",1,"R",1
200253,24, 24,"R",1,"R",1
200253,27, 27,"R",4,"R",2
200253,28, 28,"R",1,"R",1
200253,29, 29,"R",2,"R",2
200253,30, 30,"R",15,"R",12
200253,32, 32,"R",6,"R",4
200253,35, 35,"R",1,"R",1
200253,37, 37,"R",2,"R",0
200253,38, 38,"R",228,"R",182
200253,39, 39,"R",3,"R",2
200253,40, 40,"R",1,"R",1
200253,41, 41,"R",3,"R",1
200253,42, 42,"R",2,"R",1
200253,48, 48,"R",9,"R",9
200253,49, 49,"R",4,"R",4
200253,51, 51,"R",1,"R",0
200253,53, 53,"R",2,"R",2
200253,56, 56,"R",2,"R",2
200253,58,999,"R",334,"R",266
200253,90, 90,"R",31,"R",11
200253,99, 99,"R",365,"R",277
200280, 1,  1,"R",1,"R",0
200280, 2,  2,"R",4,"R",4
200280, 4,  4,"R",6,"R",6
200280, 5,  5,"R",1,"R",0
200280, 6,  6,"R",25,"R",19
200280, 8,  8,"R",26,"R",22
200280, 9,  9,"R",5,"R",3
200280,10, 10,"R",1,"R",0
200280,12, 12,"R",12,"R",6
200280,13, 13,"R",2,"R",2
200280,15, 15,"R",6,"R",5
200280,16, 16,"R",4,"R",4
200280,17, 17,"R",20,"R",16
200280,18, 18,"R",8,"R",5
200280,19, 19,"R",4,"R",4
200280,20, 20,"R",1,"R",1
200280,21, 21,"R",1,"R",1
200280,22, 22,"R",1,"R",0
200280,24, 24,"R",3,"R",2
200280,25, 25,"R",2,"R",1
200280,26, 26,"R",2,"R",1
200280,27, 27,"R",660,"R",551
200280,28, 28,"R",1,"R",0
200280,29, 29,"R",2,"R",0
200280,30, 30,"R",11,"R",9
200280,31, 31,"R",5,"R",4
200280,32, 32,"R",5,"R",4
200280,33, 33,"R",2,"R",1
200280,34, 34,"R",7,"R",5
200280,35, 35,"R",3,"R",1
200280,36, 36,"R",9,"R",7
200280,37, 37,"R",1,"R",1
200280,38, 38,"R",750,"R",658
200280,39, 39,"R",7,"R",6
200280,40, 40,"R",5,"R",1
200280,41, 41,"R",3,"R",3
200280,42, 42,"R",2,"R",2
200280,44, 44,"R",1,"R",1
200280,45, 45,"R",3,"R",1
200280,46, 46,"R",27,"R",20
200280,47, 47,"R",4,"R",4
200280,48, 48,"R",23,"R",17
200280,49, 49,"R",2,"R",2
200280,50, 50,"R",1,"R",1
200280,51, 51,"R",11,"R",9
200280,53, 53,"R",15,"R",9
200280,55, 55,"R",29,"R",24
200280,56, 56,"R",1,"R",1
200280,58,999,"R",1725,"R",1444
200280,90, 90,"R",41,"R",13
200280,99, 99,"R",1766,"R",1457
200305, 1,  1,"R",1,"Z",0
200305, 8,  8,"R",4,"Z",0
200305, 9,  9,"R",1,"Z",0
200305,12, 12,"R",3,"R",1
200305,17, 17,"R",3,"Z",0
200305,18, 18,"R",5,"Z",0
200305,19, 19,"R",1,"Z",0
200305,20, 20,"R",1,"Z",0
200305,23, 23,"R",2,"Z",0
200305,27, 27,"R",230,"R",13
200305,28, 28,"R",2,"R",1
200305,30, 30,"R",15,"Z",0
200305,32, 32,"R",2,"Z",0
200305,34, 34,"R",1,"Z",0
200305,35, 35,"R",1,"Z",0
200305,36, 36,"R",1,"Z",0
200305,37, 37,"R",1,"Z",0
200305,38, 38,"R",390,"R",20
200305,39, 39,"R",4,"Z",0
200305,46, 46,"R",22,"R",4
200305,48, 48,"R",2,"Z",0
200305,49, 49,"R",1,"Z",0
200305,53, 53,"R",2,"Z",0
200305,55, 55,"R",13,"Z",0
200305,56, 56,"R",3,"Z",0
200305,58,999,"R",711,"R",39
200305,90, 90,"R",3,"Z",0
200305,99, 99,"R",714,"R",39
200314, 2,  2,"R",1,"R",1
200314, 6,  6,"R",1,"R",1
200314, 8,  8,"R",1,"R",1
200314,12, 12,"R",1,"R",0
200314,15, 15,"R",2,"R",1
200314,19, 19,"R",1,"R",1
200314,20, 20,"R",1,"R",0
200314,22, 22,"R",4,"R",3
200314,30, 30,"R",3,"R",3
200314,32, 32,"R",1,"R",1
200314,37, 37,"R",1,"R",1
200314,38, 38,"R",48,"R",33
200314,46, 46,"R",3,"R",3
200314,48, 48,"R",2,"R",2
200314,49, 49,"R",2,"R",2
200314,53, 53,"R",2,"R",1
200314,55, 55,"R",1,"R",1
200314,56, 56,"R",6,"R",5
200314,58,999,"R",81,"R",60
200314,90, 90,"R",25,"R",6
200314,99, 99,"R",106,"R",66
200332, 2,  2,"R",2,"R",2
200332, 4,  4,"R",2,"R",2
200332, 5,  5,"R",2,"R",2
200332, 6,  6,"R",11,"R",10
200332, 8,  8,"R",6,"R",6
200332,12, 12,"R",3,"R",1
200332,13, 13,"R",2,"R",2
200332,15, 15,"R",1,"R",1
200332,17, 17,"R",10,"R",10
200332,18, 18,"R",1,"R",1
200332,19, 19,"R",10,"R",7
200332,20, 20,"R",5,"R",5
200332,24, 24,"R",1,"R",1
200332,26, 26,"R",1,"R",1
200332,27, 27,"R",1232,"R",1176
200332,29, 29,"R",1,"R",1
200332,30, 30,"R",13,"R",13
200332,31, 31,"R",17,"R",17
200332,32, 32,"R",2,"R",2
200332,33, 33,"R",1,"R",1
200332,36, 36,"R",1,"R",0
200332,37, 37,"R",1,"R",0
200332,38, 38,"R",771,"R",723
200332,45, 45,"R",2,"R",2
200332,46, 46,"R",54,"R",52
200332,47, 47,"R",1,"R",1
200332,48, 48,"R",1,"R",1
200332,51, 51,"R",1,"R",1
200332,53, 53,"R",1,"R",1
200332,55, 55,"R",43,"R",41
200332,56, 56,"R",7,"R",7
200332,58,999,"R",2206,"R",2090
200332,90, 90,"R",8,"R",0
200332,99, 99,"R",2214,"R",2090
200341, 4,  4,"R",2,"R",0
200341, 8,  8,"R",1,"R",0
200341,17, 17,"R",1,"R",1
200341,27, 27,"R",2,"R",1
200341,29, 29,"R",1,"R",1
200341,30, 30,"R",46,"R",37
200341,31, 31,"R",1,"R",1
200341,38, 38,"R",214,"R",145
200341,48, 48,"R",3,"R",2
200341,49, 49,"R",2,"R",1
200341,58,999,"R",273,"R",189
200341,90, 90,"R",18,"R",4
200341,99, 99,"R",291,"R",193
200572, 2,  2,"R",6,"R",5
200572, 4,  4,"R",2,"R",1
200572, 6,  6,"R",1,"R",1
200572, 8,  8,"R",2,"R",1
200572,12, 12,"R",2,"R",2
200572,15, 15,"R",5,"R",5
200572,16, 16,"R",1,"R",1
200572,19, 19,"R",1,"R",1
200572,27, 27,"R",24,"R",24
200572,30, 30,"R",1,"R",1
200572,35, 35,"R",1,"R",1
200572,38, 38,"R",126,"R",121
200572,46, 46,"R",6,"R",6
200572,49, 49,"R",1,"R",1
200572,53, 53,"R",5,"R",3
200572,55, 55,"R",2,"R",2
200572,56, 56,"R",1,"R",1
200572,58,999,"R",187,"R",177
200572,98, 98,"R",7,"A",
200572,99, 99,"R",194,"R",177
200590,39, 39,"R",17,"R",1
200590,58,999,"R",17,"R",1
200590,99, 99,"R",17,"R",1
200800, 1,  1,"R",2,"R",1
200800, 8,  8,"R",1,"R",1
200800,10, 10,"R",1,"R",1
200800,11, 11,"R",2,"R",2
200800,12, 12,"R",6,"R",4
200800,13, 13,"R",3,"R",0
200800,16, 16,"R",1,"R",1
200800,17, 17,"R",9,"R",8
200800,18, 18,"R",6,"R",5
200800,21, 21,"R",2,"R",2
200800,22, 22,"R",4,"R",1
200800,24, 24,"R",2,"R",2
200800,25, 25,"R",2,"R",2
200800,26, 26,"R",7,"R",7
200800,27, 27,"R",1,"R",1
200800,29, 29,"R",2,"R",2
200800,34, 34,"R",5,"R",2
200800,36, 36,"R",21,"R",17
200800,39, 39,"R",1899,"R",1746
200800,42, 42,"R",57,"R",52
200800,45, 45,"R",1,"R",1
200800,47, 47,"R",1,"R",1
200800,48, 48,"R",9,"R",5
200800,51, 51,"R",2,"R",2
200800,53, 53,"R",1,"R",1
200800,54, 54,"R",3,"R",3
200800,57, 57,"R",8,"R",4
200800,58,999,"R",2058,"R",1874
200800,90, 90,"R",33,"R",19
200800,99, 99,"R",2091,"R",1893
200846,39, 39,"R",132,"R",104
200846,45, 45,"R",1,"R",1
200846,58,999,"R",133,"R",105
200846,99, 99,"R",133,"R",105
201061,12, 12,"R",1,"R",1
201061,17, 17,"R",1,"R",1
201061,18, 18,"R",3,"R",2
201061,21, 21,"R",7,"R",7
201061,24, 24,"R",1,"R",1
201061,26, 26,"R",1,"R",1
201061,29, 29,"R",1,"R",1
201061,36, 36,"R",1,"R",1
201061,37, 37,"R",3,"R",3
201061,39, 39,"R",33,"R",28
201061,42, 42,"R",3,"R",3
201061,51, 51,"R",1,"R",1
201061,53, 53,"R",1,"R",1
201061,58,999,"R",57,"R",51
201061,99, 99,"R",57,"R",51
201177,39, 39,"R",43,"R",33
201177,58,999,"R",43,"R",33
201177,99, 99,"R",43,"R",33
201195, 4,  4,"R",2,"R",1
201195, 6,  6,"R",6,"R",5
201195, 8,  8,"R",1,"R",1
201195, 9,  9,"R",1,"R",1
201195,12, 12,"R",11,"R",11
201195,13, 13,"R",5,"R",5
201195,17, 17,"R",5,"R",5
201195,18, 18,"R",6,"R",6
201195,20, 20,"R",1,"R",1
201195,21, 21,"R",3,"R",3
201195,24, 24,"R",2,"R",2
201195,25, 25,"R",3,"R",3
201195,26, 26,"R",12,"R",11
201195,27, 27,"R",2,"R",2
201195,29, 29,"R",1,"R",0
201195,30, 30,"R",1,"R",1
201195,34, 34,"R",3,"R",3
201195,35, 35,"R",1,"R",1
201195,36, 36,"R",21,"R",21
201195,38, 38,"R",1,"R",1
201195,39, 39,"R",580,"R",555
201195,42, 42,"R",42,"R",40
201195,44, 44,"R",1,"R",0
201195,47, 47,"R",1,"R",1
201195,48, 48,"R",9,"R",9
201195,51, 51,"R",3,"R",3
201195,53, 53,"R",4,"R",4
201195,55, 55,"R",2,"R",2
201195,58,999,"R",730,"R",698
201195,72, 72,"R",1,"R",1
201195,89,999,"R",1,"R",1
201195,98, 98,"R",1,"A",
201195,99, 99,"R",732,"R",699
